"resp","response_token","timestamp","p2q1","p2q2","p2q3","p2q4","p2q5","p2q6","p2q7a","p2q7b","p2q7c","p2q7d","p2q7e","p2q7f","p2q7g","p2q8a","p2q8b","p2q8c","p2q8d","p2q8e","p2q8f","p2q8g","p2q9","p2q10","p2q11","p2q12","p2q13","p2q14a","p2q14b","p2q14c","p2q15a","p2q16","p2q16a","p2q16b","p2q16c","p2q16d","p2q16e","p2q17","p2q17a","p2q17b","p2q17c","p2q17d","p2q17e","p2q18a","p2q18b","p2q19a","p2q19b","p2q19c","p2q19d","p2q19e","p2q19f","p2q20","p2q20a","p2q20b","p2q20c","p2q20d","p2q20e","p2q20f","p2q20g","p2q21","p2q21a","p2q21b","p2q21c","p2q21d","p2q21e","p2q21f","p2q22","p2q22a","p2q22b","p2q22c","p2q22d","p2q22e","p2q22f","p2q23","p2q23a","p2q23b","p2q23c","p2q23d","p2q23e","p2q24a","p2q24b","p2q25a","p2q25b","p2q25c","p2q25d","p2q26"
"387","c66ae4b235ab3a0386e01f2c1dd986f36e8da02f144bc334fbd20d231669405b","1431547884","yes_def","yes_def","severely_inadequate","conf","neither","never","neutral","neg","neutral","neutral","neg","ver_pos","ver_pos","sli_neg","neg","sli_neg","neg","neg","sli_neg","sli_neg","yes_def","no","ge3","forums,online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,ld50,cost,avail,other_users,others_perc","never","never","never","never","yes","gt100","never","never","never","never","yes","3_10","3_10","never","once","3_10","3_10","never","twice","never","never","10_100","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","yes","10_100","never","never","never","never","never","10_100","never","once","never","10_100","no"
"388","fc3ec393137538c1a6ca6bd087980d4113bed01a40aada223af6773a7093d809","1431547902","yes_def","no","inadequate","v_unconf","v_unconf","never","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","neg","neg","neg","neg","neg","neg","neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"389","1e5af15ac10db5d27486f19d1eefee837cf27324655c1d57680f8386886bbd2f","1431547924","think_so","think_so","NANS","v_unconf","v_unconf","never","very_neg","very_neg","neg","very_neg","neg","very_neg","very_neg","neg","very_neg","neg","very_neg","neg","neg","very_neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"390","7d17bafee53174ac442edf3bbdd524a56200bbe513ba7037b4187acf15ba62cf","1431547941","yes_def","unsure","unsure","v_unconf","v_unconf","never","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","neg","very_neg","neutral","neg","neg","sli_neg","neg","unsure","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"391","3efb45d788ca9182cda61edb2a60a49f78e6dda99d990c4000531fdf561af97e","1431547957","yes_def","no","comprehensive","unconf","v_unconf","never","sli_neg","neg","neutral","neutral","sli_neg","neutral","neg","neg","very_neg","sli_neg","neg","very_neg","very_neg","very_neg","think_so","no","ge3","forums,online_like_erowid,other_undergrads","short_term_se,long_term_se,psy_add,other_users","twice","never","never","never","yes","3_10","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","yes","never","never","never","never","never","twice","never","never","never","never","never","no"
"392","c2e975e15fa25e83b8d70ddfdea3284a2559215fab0724687553d36a76c144e5","1431548002","yes_def","no","inadequate","neither","unconf","never","very_neg","very_neg","neg","neg","neg","sli_neg","neg","sli_neg","very_neg","sli_neg","neg","sli_neg","sli_neg","neg","no","no","once","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"393","2a85592e54764cedffd6eb2ef79e86e7c4c989c275da2bd9ca18e1c1ce1781fc","1431548046","yes_def","think_so","adequate","v_conf","neither","once","slightly_pos","very_neg","pos","slightly_pos","very_neg","pos","neg","neg","very_neg","slightly_pos","neutral","very_neg","sli_neg","very_neg","no","no","never","forums,online_like_erowid,gen_sources,other_undergrads,doctor","main_effects,long_term_se,other_users,others_perc","never","never","never","never","yes","10_100","never","never","never","never","yes","once","never","3_10","once","never","never","never","never","once","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","yes","never","never","never","never","never","once","never","never","never","never","never","no"
"394","f8c3e24b589cbe310dc09fe8a9b282ad2febadd62e5a031d46d82a378acde9fa","1431548067","no","no","unsure","not_sure","not_sure","never","very_neg","very_neg","very_neg","very_neg","sli_neg","very_neg","very_neg","sli_neg","neg","sli_neg","sli_neg","sli_neg","sli_neg","neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","NANS","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"395","caeb58fc8c073f11210c7d6801a1184c6456ca714dd5e39d4c5c129090db069d","1431548087","yes_def","think_so","adequate","neither","v_unconf","ge3","neg","very_neg","sli_neg","neg","neg","neutral","neg","neg","very_neg","neutral","neutral","very_neg","very_neg","very_neg","think_so","no","ge3","online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,ld50,other_users","once","never","never","never","yes","3_10","never","never","never","never","yes","once","never","never","never","never","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"396","1382e932a5c6471e7367e4bc761db2401b6765819fe709ae716a744781a55eba","1431548102","yes_def","yes_def","comprehensive","v_conf","v_conf","never","neutral","neg","neutral","very_neg","neutral","ver_pos","slightly_pos","very_neg","very_neg","sli_neg","sli_neg","very_neg","neg","very_neg","yes_def","no","never","forums,online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,avail,other_users","3_10","twice","never","3_10","no","NANS","NANS","NANS","NANS","NANS","yes","3_10","3_10","3_10","never","twice","never","never","10_100","once","never","10_100","never","3_10","yes","3_10","3_10","never","once","3_10","3_10","3_10","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"397","8b61c3bbc3fcc82e0637f1b40519abd88bbeea288c03ee132c81132aa9cb908a","1431548118","yes_def","unsure","adequate","unconf","unconf","never","neg","very_neg","neg","neg","very_neg","slightly_pos","neg","neg","very_neg","neg","neg","neg","slightly_pos","neg","think_so","no","twice","online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,cost,avail,other_users,others_perc","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"398","ee5f62f49d92f2d5cb186fe25b733867a4ca583326617f989596a0805c79f80a","1431548118","no","no","adequate","neither","neither","never","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","neg","neg","neg","neg","neg","neg","neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"399","3bf15d91eb1add2b33f95eba21638e6f569221869558a6b3110320e59f30cfe4","1431548127","yes_def","think_so","adequate","conf","neither","never","sli_neg","very_neg","sli_neg","neg","very_neg","neutral","neg","neg","very_neg","sli_neg","sli_neg","very_neg","neg","neg","no","no","ge3","gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,ld50,cost,avail,other_users,others_perc","never","never","never","never","yes","never","once","never","never","never","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"400","d29827997dfa3e7fa092a1cab6ad0b58de9db933df866f583ffd21a4c22e724a","1431548140","yes_def","no","inadequate","v_unconf","v_unconf","never","neg","very_neg","sli_neg","sli_neg","neutral","neg","very_neg","sli_neg","neg","neutral","neutral","neutral","sli_neg","neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"401","ef4aa94381fcd58da0a5197b157fcd52e5b4f750fa399f33460f1835f33c6c9a","1431548141","yes_def","yes_def","adequate","v_unconf","v_unconf","never","neg","very_neg","neutral","neutral","sli_neg","neg","very_neg","sli_neg","very_neg","neutral","neutral","neutral","neg","very_neg","no","no","never","gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,ld50,cost,avail,other_users,others_perc","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"402","7fa2f38ffd3a87b5f206481804bd9f2a1cd59d2e3f1449b63e0ea46673819a84","1431548197","no","no","adequate","unconf","unconf","never","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","very_neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"403","6ed146fcb0958842c76cc72cfd5e2eebe6c719f7bd6465b0172b6f80d55a4797","1431548211","yes_def","unsure","inadequate","unconf","unconf","never","neg","very_neg","sli_neg","neg","neg","neutral","sli_neg","neg","very_neg","neutral","sli_neg","sli_neg","neutral","sli_neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"404","d4455a5d623f8bdaaa82109800d2cb870c18f62ff6a81d0ae332e998d2128860","1431548217","no","no","unsure","v_unconf","v_unconf","never","neg","very_neg","neutral","neg","sli_neg","sli_neg","neg","neutral","neg","neutral","neutral","neutral","neutral","neutral","no","no","never","never_cons","never_cons","twice","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"405","88d0bc6c1ff4725f9ed4f8b46e3e178dc9005f83e33951beb3d13ec62e4f256a","1431548022","yes_def","yes_def","adequate","unconf","unconf","never","neg","very_neg","sli_neg","neg","very_neg","sli_neg","neg","neg","very_neg","neutral","neutral","neg","neutral","neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"406","2a8271969255767355cc47d0162f8322923b82842755e3f415244cbed4567948","1431548227","no","no","adequate","unconf","unconf","never","sli_neg","very_neg","neg","neg","neg","neg","very_neg","neg","very_neg","sli_neg","neg","neg","neg","very_neg","no","no","never","forums,online_like_erowid,gen_sources,other_undergrads","main_effects,short_term_se,long_term_se,phys_add,psy_add,avail,other_users","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
"407","e544262c49797e574a399e23d178720300ba0b0220cb714bc41d03f9fb7933eb","1431548234","yes_def","no","severely_inadequate","v_unconf","v_unconf","once","very_neg","very_neg","very_neg","very_neg","very_neg","sli_neg","neg","very_neg","very_neg","very_neg","very_neg","sli_neg","sli_neg","neg","no","no","never","never_cons","never_cons","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","never","never","no","NANS","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","NANS","no","NANS","NANS","NANS","NANS","NANS","never","never","never","never","never","never","no"
