"resp","response_token","timestamp","pdq1","pdq2","pdq3","pdq4","pdq5","pdq6","pdq7","pdq8"
"512","fe8d8f97ef838c6408281e01c99dd9dd2228e3133a4cde4ab07425dd6fc5b543","1431548370","2016","3","male","fraternity","frat","yes","20","yes"
"513","d71d66b841815a147febae480c8d4af52718ba47224739e5572d4c8b41cca69c","1431548392","2017","2","female","senior_house","sorority","yes","19","yes"
"514","9c9e7b9e89903e9cc0b3bbbfe15bcccaa84c0fd6770907e695db75a0f2892295","1431548400","2018","le1","female","simmons","sorority","yes","19","yes"
"515","05aa0d6bf78be68abe23c88e1bc0e644f06f7e7d4c1c639b33546d6de78d67e2","1431548410","2017","2","male","simmons","no","yes","20","yes"
"516","0adc41520436e076f50ca1e83bfa366a87227e443bd9feee7861f031b98f9926","1431548442","le2012","4","female","east_campus","no","yes","ge_25","yes"
"517","1628c4693180e212acbd022a0f16e50c85c2888fba4ece5c1b1be26541889b96","1431548448","2017","2","male","macgregor","no","yes","19","yes"
"518","4445f76dcfb0cca2c3e7bbf411c22a7d9f891d258b564bf439c6fd2cfaa9bc74","1431548471","2016","3","female","ilg","no","yes","21","yes"
"519","1dc0bd7b23647556856fcef198dd24a4652b18b97c80b9d407f6720a59dc6f4e","1431548459","2016","3","male","simmons","no","yes","21","yes"
"520","e7c6e8e0620bc9939c5a37c40ea04748c8eac1725892807b35b15418d56d157e","1431548474","2015","4","female","bc","no","no","21","yes"
"521","54a922a3dd9f74003630f2bcbf982bacbbca06142cb0104eabca9505cbc0df21","1431548479","2016","3","female","mccormick","no","yes","20","yes"
"522","e7d76c27bdf303acae680b2d55311b44e1e0c51043a58dc08eed66b8c20d14c7","1431548517","2018","le1","other","ilg","no","yes","19","yes"
"523","c369aaad1d27a8c35243059b6c81b3fd107c1f8f2b4084b2053a8d66d37133c6","1431548563","2018","le1","male","simmons","no","yes","19","yes"
"524","3dcae37e9693def60f8895a08b5fced0dee7eba36b7cadf0955484d2da77f95a","1431548589","2016","3","male","maseeh","no","no","21","yes"
"525","866746448e2e7aa6cffdd9931b95caf9950854087925a68f6e62aefba4b8f695","1431548604","2015","4","male","macgregor","no","yes","22","yes"
"526","40ff370a91cbf6032f83fb50520c2507f253f1f7208a91e0615693026c6dad06","1431548616","2015","3","other","ilg","no","yes","21","yes"
"527","54e932172d057fe5886cda0dcc4b5d7418358c1261daaf32be9f154b035134c7","1431548633","2017","2","male","fraternity","frat","yes","20","yes"
"528","6d3d1632d38937d1754127178494bf59679105a13029ca37f8b6e8a1b9f02e1f","1431548639","2018","2","female","next_house","no","yes","19","yes"
"529","7f05f7f207c0145f9a8790924dd53de226b3c84b52fe25c7a03e2d8280bef63f","1431548650","2018","2","female","baker","sorority","yes","19","yes"
"530","f4a7d50aa6a82b87438b28fe0f73a7bb95910b4badf322b7ba82609a285fae7f","1431548698","2018","le1","female","senior_house","sorority","yes","19","yes"
"531","fab31cfa026e8d03b4281b445b00c8e3eadb8b0ed1321a0ccd9d26a19c70f203","1431548717","2013","2","male","macgregor","no","yes","20","yes"
"532","8e1211b15dbe8adfa13c17137f97e890b009b289dfa5b70940ae4fc5e627558b","1431548708","2018","le1","female","maseeh","no","yes","19","yes"
"533","5d97b54dc945db9dce4a910d24f1cdcf768c85612eaa77990e2771a6893c1e24","1431548720","2017","2","female","maseeh","sorority","no","20","yes"
"534","25b5129b6320e56ce7a37f38009b8eb2ffb9150a3c2339e0be20a6e7bee092fc","1431548730","2016","3","female","fraternity","frat","yes","21","yes"
"535","53b44cb22500124a365a6b41f221b37a1df01b28f34948c9b7fa89c208b8538f","1431548720","2016","3","male","fraternity","frat","yes","21","yes"
"536","aafbd828b9fce592e3feaea409390c18ccea2dd2ca17a59b74685cf820ff787a","1431548732","2018","le1","female","new_house","no","yes","18","yes"
"537","de2ef8e79b4ac4b8d043a2f5ce98aa606b9613b07afe51ae659ab8f2eef55464","1431548780","2015","4","female","fraternity","sorority","yes","21","yes"
"538","c08fcb3abccb0362c4f2fdc7de853fec1a15ca8d058b07b33f2dceee38212f5c","1431548777","2018","le1","female","maseeh","sorority","yes","19","yes"
"539","a27feab7b056528120eb3ad7b0bdfd5f83eb6940b34ed9405e47591e9edf4ef7","1431548814","2017","2","male","bc","no","yes","20","yes"
"540","07c4f247668d34891859938cd964911defe9d576b7387a6cf483d45cf82a9a82","1431548824","2017","2","other","NANS","no","yes","18","yes"
"541","7b2f588bd261733793775d5f27559bdb7d6aee6853f37a7649bbbcc5413cb5ba","1431548835","2015","4","male","new_house","no","no","22","yes"
"542","5764d795f5aa206488923f2a74e8412c740b9e54df0200d08b874b7cf1acf801","1431548847","2017","2","male","fraternity","frat","yes","20","yes"
"543","8fcb064cd2882fc7d75e2d229d2bc4a8ff1e460e89bc5e06bb6b0f74c9376605","1431548851","2018","le1","male","maseeh","frat","yes","18","yes"
"544","cdf3c82240e79ec4939c3d5da730bf37511bf0f73786b9ea6dd1e09ac55731ee","1431548871","2018","le1","male","maseeh","no","yes","19","yes"
"545","167b821749ae1872cb02155a70644beb6e1b8a40a5cb0f8c5633adc275ed6776","1431548889","2017","2","female","east_campus","no","yes","20","yes"
"546","c7133c5f3adf8564721d71ce94b62d858c16f9a61014e418f5e77b4383822eb8","1431548936","2018","le1","other","senior_house","no","yes","21","yes"
"547","9cf2593cf7f3bbc8679ac9944ceca94c8a07df574e3bb89fbefdea3c43013c45","1431548904","2018","le1","female","macgregor","no","yes","18","yes"
"548","0ff5fcaa6ba5faeeeafd2c00409b824a44d77968bc19f7b29e45b53e0436f26e","1431548922","2015","4","female","maseeh","no","yes","22","yes"
"549","2885e6627e332b7b118dfb0dc87cead86ed6bec165200a840c59fd371264f24d","1431548923","2018","le1","male","east_campus","no","yes","18","yes"
"550","f8afc33814ee4b2a477c92e26a15ee51552e3cc5a194fa9cbe806f6e83110c97","1431549004","2018","le1","male","baker","frat","yes","18","yes"
"551","54242cefd9e20334f67beaf800d72245ec31348e694a2f5c0b6de957571dd960","1431548984","2016","3","other","east_campus","no","yes","19","yes"
"552","b665d73ef8d9f2f5ab48824f535bf72f1ebbe572ee3ec0ca4864f5b1ca866897","1431549050","2015","4","male","off_campus","frat","yes","22","yes"
"553","e75fe82f7172070a290ac9bf3b5b91fbc138fc6180dbe04e8ba01270ef10aa95","1431549062","2018","le1","male","maseeh","no","yes","19","yes"
"554","8ef059af0ec195747bef27b9a6035925ff784fe2b262a916ed6bfde425997875","1431549102","2016","3","male","fraternity","frat","yes","21","yes"
"555","4db288f7ab327b1fe00c8f83ab5d3293dc23c0486a5ae703f1d4fcb062198a43","1431549110","NANS","NANS","NANS","NANS","NANS","NANS","NANS","pref_no"
"556","ec910ac54fcff8c34f35fce390bd0c563a280a9a2153bb3a65c98c4fcc49927c","1431549120","2016","3","female","simmons","no","yes","20","yes"
"557","35cae8407a422b9538316ed80c44aef853c33db62110270bd2ce599c402352d3","1431549210","2018","le1","male","baker","frat","yes","19","yes"
"558","c60ab51a276cdff7bdfbd9a766336875fdf12fc81f56c255a5eee4b8e623a06e","1431549212","2016","NANS","male","senior_house","no","yes","21","yes"
"559","30c441a3a6362952dc8011e9894326d1db9c4d2e789ab19c1533eaf8d68e8c44","1431549222","2018","NANS","female","new_house","no","yes","19","yes"
"560","dbbdeade5187fdecf36e7828db2230945cb38c916f28f8f8b0665fb9cfa0a6de","1431549235","2018","le1","male","bc","frat","yes","19","yes"
"561","5602985af00ac81551b87e938c7410a448fcd80392acf3d8884639779bcf53ab","1431549278","2016","3","female","sorority","sorority","yes","20","yes"
"562","bf1435d9bdb69759c1b075fdb34c89266392ede108c6fb36507c68e5f1d3824a","1431549297","2015","4","female","macgregor","no","yes","21","yes"
"563","bb2362a522d93b548212cc0bea4c4d91a1dfe96078dec2544a3eefbe52b900a4","1431549303","2018","le1","female","macgregor","no","yes","19","yes"
"564","746176ba97848de8dfedcf16337d7dc7c92455b75e167fcdaf1b0c835046f0da","1431549301","2018","le1","other","east_campus","no","yes","18","yes"
"565","837fcaeec63d3b9553ec0f5121077284a07225b951feca9bd11cdfcc746f4bef","1431552928","2018","le1","female","bc","sorority","yes","18","yes"
"566","80b6f63aa11f7ab122aa7cdf1c41384e434212eda3e6cc39611c8a1fc1c7b870","1431549308","2017","2","female","next_house","no","yes","19","yes"
"567","24aaf15120ba17e512a108181377c9297615eb1e4a082a09c33f987dd1d905d7","1431549320","2015","4","female","next_house","no","yes","22","yes"
"568","6805170b50b3aa0d817aa3bf61a36f929ea8714a3ce14572373d2f9be7b1893d","1431549331","2018","le1","male","baker","frat","yes","19","yes"
"569","29f113ca5dd25daa75d293b1336333379066878e63a8976e6cf0f7f566560070","1431549338","2017","2","male","simmons","no","yes","20","yes"
"570","61c1d02e80ae036d9a964baf87be143afa729701d816b05da739aff738592afe","1431549349","2018","le1","female","senior_house","no","no","20","yes"
"571","7ec99aed8a3f86657f2ac95c4bd4fc3bd9322ae65e82a3ad967961976c978ab2","1431549337","2018","le1","female","macgregor","no","yes","19","yes"
"572","e4b6a3220352f2dddf00cc67f06fa19559f605006c686ad9d3fe06cc1284e62d","1431549404","2017","2","male","simmons","frat","yes","20","yes"
"573","26c9c3a8c42a3ab021d4f89f8604231a45e13f0a74273f159f551f0306598447","1431549434","2017","2","female","new_house","no","yes","20","yes"
"574","a3ad2a156712eb2e486899d2eb2ee1fbadb68632a0cd180a22559921c3a362a0","1431535048","2016","3","female","ilg","no","yes","21","yes"
"575","b94d5928b792e6fadfcfcd38643ccfa883a04cca67081e29556dcd2e232a75b7","1431549471","2018","le1","male","baker","no","yes","18","yes"
"576","0a79475b3e294bfc74b070028215d2b315d8bf30068b549c2f129a1193b04ec8","1431549499","2016","3","female","sorority","sorority","yes","20","yes"
"577","d4dbd5195c10482a2e31405991dada51c29014cec7814f9634cd98ae257ded11","1431549514","2015","4","female","sorority","sorority","yes","22","yes"
"578","12ae9d61edf18b407f391655ffd193230eec46e19c6fd708b9320c5524e76339","1431549528","2018","le1","male","baker","frat","yes","18","yes"
"579","518d24224d8ef485fde3a8b1684cda2c58638492c44275a08731217b4ec27305","1431549552","2015","4","female","other","no","yes","21","no"
"580","13dfb868597cbefc1f69e53b88cc82eae6b899d01eef283cdfe745283df32d37","1431549572","2016","3","female","macgregor","sorority","yes","21","yes"
"581","9dd0d48b6744756092d7ebb2eebfe8ec6c6c32de8180768fb69d17a242fb9702","1431549608","le2012","3","female","sorority","sorority","yes","20","yes"
"582","2408473abfc197fa10787ae0b14b06471f67545083a8cf501088297db4518ced","1431549622","2018","le1","female","simmons","no","yes","19","yes"
"583","0070d5f57163a02d90d742460db1bd0f70890bd5e51c4b0633a7543bf4f5596f","1431549629","2015","4","male","fraternity","frat","yes","21","yes"
"584","b63d6f79aac2b24ef2dea8662c64a95af9c333ef520ec87e6d869650680f1dc4","1431549642","2018","le1","male","simmons","no","yes","18","yes"
"585","8086f88e7674038ff1b7cba4c3f17c4209b10299f0088a5240ae27c01ef02bbf","1431549631","2017","2","female","mccormick","no","yes","20","yes"
"586","4ad3a2db5fc4e8cf42a2e7e4deb416bff1ef9be95e131fc7fd9aa38c737e61c3","1431549708","2016","3","male","fraternity","frat","yes","21","yes"
"587","23957c89660e0e1558f232b0f5da05f741778b5dcd6e7fa5372b36f50c652bee","1431549779","2017","2","male","macgregor","no","yes","19","yes"
"588","1f7b439297ce0037328d29cf33c744aa6c44781568f501121a33950c7b79ac66","1431549783","2016","3","male","senior_house","frat","yes","20","yes"
"589","89305fba0045e6cca54b60307c77fe07ae187a7933fe8969915c63f3cf42bc07","1431549794","2018","le1","female","new_house","no","no","18","yes"
"590","7b52184296ff03058eef6c08e83d14658e82ba6a6916d304757e49cb59a5107f","1431549841","2018","le1","female","maseeh","sorority","yes","19","yes"
"591","3faa00d167d46ab6f23407584be0563ec93605071baeeff08633997264a8efd8","1431549870","2017","2","female","bc","no","yes","20","yes"
"592","2a075c0b1f8bb50a9199cc984af91bdb79dcd94d86d4735034c6ef6819c702cc","1431549889","2015","4","female","bc","no","yes","22","yes"
"593","ec153f5b460de5265b3937df77f7568cffd0a54d3b8a91a5f8928c4653d095e9","1431549894","2018","le1","male","new_house","no","yes","19","yes"
"594","0bb2efc7f496f86500ba22723fda4fefee64717962be781ad4ebdd81f3686495","1431549909","2018","le1","female","maseeh","sorority","yes","18","yes"
"595","d4e08e80de29d85d31aa3666f1fa2ecc14ea30fca871ede19ab07a5a8c5fccec","1431549925","2017","2","male","maseeh","no","no","20","yes"
"596","78444e095cc46c0cb3a2bd2f3b07cd4df4be0e3a71278314185b2e4c9c16a084","1431549942","2018","le1","female","east_campus","frat","no","19","yes"
"597","63b59d7579e88b4c502a0acff23493318d5bb7a70d055df3d7a0f0f1fb300471","1431549956","2015","4","female","fraternity","frat","no","22","yes"
"598","a4a0085d170efcda8b35e3f5d05f6c7a993d4cec8dd9842c5ff3088fac3e3e6b","1431549997","2017","4","female","next_house","no","yes","20","yes"
"599","bf90e85736ded20bfaef3b232d12644fad6cdef405bf0fa512d58a37ee6104ae","1431550028","2018","le1","male","next_house","no","yes","19","yes"
"600","5fdb59d841185328b74cf38f2a58b2d7f98372737746b2dd00651c255146b02d","1431550077","2017","2","female","senior_house","no","yes","17","yes"
"601","2fdaa01b1b82cf9a73758c5e2ad38dc63e5fbb229bfdaf4b36e1e432e55b2991","1431550080","2018","le1","male","maseeh","no","yes","19","yes"
"602","d43334a9fa69e880d6c3b2a81b04341908e0010dca390c2450da7c848f1e9c0e","1431550101","2018","le1","male","next_house","no","yes","19","yes"
"603","60c7829c4affef789752ed37a7c1a3be07244d03cacaa32ad80f7f9d23ec67a8","1431550112","2013","2","female","mccormick","no","yes","19","yes"
"604","1342de6284f76bca518a88f7dfa2c3d36b6d801df12b0c41327d2893e1d66e40","1431550102","2017","2","female","east_campus","no","yes","19","yes"
"605","4f2d232e9463991f5bcb75e1bd3a2a068373af86060157dc672f53cdd5c5637b","1431550202","2018","le1","male","baker","frat","yes","18","yes"
"606","033eedbc2edb043fdcfa2d8983a5f63dbe3ebd588e987423e9c23acf910b0186","1431550162","2017","4","male","fraternity","frat","yes","20","yes"
"607","5cae5298b3cba552c425b2ff8157100792f0b9fc8734f170317b4aa7627e3cdf","1431550183","2016","3","female","maseeh","no","yes","20","yes"
"608","2840cac39080d6024235fb45718d575c991e383c160be1c7d85ec4e8aef12b30","1431550206","2016","3","male","baker","frat","yes","20","yes"
"609","4b848a351e4eb82243da3319f1c0ad305eb1f364fefad5d6662bbb3e3a5d30c7","1431550247","2016","3","female","east_campus","no","yes","21","yes"
"610","e284f1e3ecd0a2ad0bf3396186e2899c4fe62c6aeb88b08dc60a3d9728cff049","1431550266","2017","2","male","ilg","no","yes","20","yes"
"611","faffe4cb35e892b3eee410bcb496bd40937c9f74749c8cf9011e963ff09b0c52","1431550333","2017","2","male","fraternity","frat","yes","19","yes"
"612","855a78ec07bff1cf1767c667b2f7b2bfedd1f5de872b1a300a66426fa14c3bfa","1431550334","2017","2","trans","sorority","sorority","yes","20","yes"
"613","9d626c640e9cce5c66faa7cb5c0ee9e857847308038b3225bb3596fb5e069d5e","1431550354","2016","3","male","macgregor","no","no","24","yes"
"614","6d9a9cc9f3bc757116f19ebb99a0503fda44832b6de888f0a830743da174e1f5","1431550363","2017","2","male","new_house","no","yes","20","yes"
"615","5cad504930923e58cad3d40c84e3194cb1286f21ae8c643fcf28e6586f6bf679","1431550368","2018","le1","male","maseeh","frat","yes","19","yes"
"616","d249595278754212b84731dd477d7addbd448c7923b9d3fe7cbe93991cd5f4ac","1431550366","2016","3","male","new_house","no","yes","20","yes"
"617","a237f3c309752dbb6d8dc1f7843c78ea2e4f6930b056762b09dead49a4f5a5c0","1431550383","2015","4","female","east_campus","no","yes","21","yes"
"618","b628759675711d842bad55932f19a480de38f8253b4a146be5126e6c8cf0d9e9","1431550407","2018","le1","male","baker","frat","yes","19","yes"
"619","62f7c5bc78fc1363391d54e1fde013578fa6b01f498d5afc55e7eea3d44613c1","1431550410","2015","4","male","random","no","yes","22","yes"
"620","db7a6031df63be2adc102f3ae4f949661b47cebb7423eec9a1dcb6490cda28cf","1431550412","2015","4","other","simmons","no","yes","21","yes"
"621","a0cbc4c3bab3a4a7400673cf818e272e4bfaa7835b1a3ecd14d14bcd4b44bd53","1431550424","2017","2","female","sorority","sorority","yes","19","yes"
"622","01efd35fd7a6d520b451e97c6399d74b91e4a7cf6e56e3b792b690fbc674c31e","1431550445","2018","le1","female","new_house","no","yes","19","yes"
"623","172898434dea7614ecd2149d16c099f5fa7e61fb4735be18f8b2fa63f907145d","1431550466","2015","4","female","bc","no","yes","21","yes"
"624","ded9d14d6ed5cf5410893cad59d5d9c8f5930fcdd2cda3cd37550abd22f7a736","1431550466","2018","le1","female","mccormick","sorority","yes","18","yes"
"625","3a7b5634d3a59cd8d061a358b7ffe1edf17432160b4ccf032640720ebe0729be","1431550485","2018","le1","female","maseeh","sorority","yes","19","yes"
"626","473ef846f5ea5306b256a360eb842e35cc2e655f8e060be9f0f7196724ceea61","1431550498","2016","3","male","next_house","no","yes","21","yes"
"627","83f8eb32d07e94a2ec4c485992818d361c1ea201539a5e88ff13528e32c3e80f","1431550587","2017","2","female","simmons","no","yes","20","yes"
"628","f14d93e0ef0e1c9406527d033df6d5dbbbff9de2c07206245029a0be00ab75a4","1431550630","2016","3","female","sorority","sorority","yes","20","yes"
"629","aa8b1ec4f79f9dad2cecfa1e2cd48bb05d89b95b6a23fbd3aecbc73f9588070d","1431550678","2016","3","female","sorority","sorority","yes","21","yes"
"630","649f4e65c06e0b008ced423e4dfc0233d02aa37e33bc179b86d5bb94ea548539","1431550694","2015","4","male","fraternity","frat","yes","21","yes"
"631","d05e35ce6db6056753fed9345211ef70ebf3a448b5453e3e84990c606dda1ad2","1431550742","2015","4","male","fraternity","frat","yes","21","yes"
"632","9f55261e705ce4b15473a34a9162d8992065d8c921ff438955daca7dd9dee995","1431550755","2018","le1","female","senior_house","frat","yes","19","yes"
"633","d1c8144cade0c9c963e7c22fa3c6f33e07f6cd0a8e919fac736e6e0f7fef18f2","1431550784","2015","4","male","fraternity","frat","yes","22","yes"
"634","11ab6fb75c56c60545b2970ba3e444f1cbd35cbc40efbb8feaa43efd56bc0b85","1431550818","2018","le1","male","bc","no","yes","18","yes"
"635","b5f16e363e18cc53d844b9af84180829bff8e12d058f568c99d806c118c761e1","1431550838","2016","3","other","east_campus","no","yes","19","yes"
"636","80c5f69ceeebf15dd0376a996d84e5496324f70752f42f37cdba3a05d3e63456","1431550923","2016","3","male","simmons","no","yes","20","yes"
"637","010daf1430ae70c1c8582ee9a39c24e39b42649471150ababe02e6b0aef31117","1431550944","2015","4","female","new_house","no","yes","21","yes"
"638","43f1b5c0e80cf994e0f51d4ddeec8c2ad3c33b2e8257cdeb562d661b00ff744e","1431551036","2017","2","male","fraternity","frat","yes","19","yes"
"639","a9a739f72f009b7ae19f3c697ed39e40c1f6c46a9d31099ace572bc347fce41f","1431551074","2017","2","female","maseeh","sorority","no","20","yes"
"640","75604a0e925627e6866253227fb5178aaa9b0fed4aa95e338e39774c0366b01d","1431551074","2017","2","female","maseeh","no","yes","20","yes"
"641","907ede1dc0f1478e56c2466dc7fa57dc5545a79a320ce05ae5616dec187fca29","1431551108","2017","2","female","next_house","no","yes","20","yes"
"642","2b5433820842842ab30122a55f75d2c34984f32f5344a23e2ea8152df48afd94","1431551106","2017","2","other","maseeh","no","yes","20","yes"
"643","afedce8bb75bbeb49418a242fd890d09831cd565945e4eae25f6258620deecfa","1431551103","2015","4","male","off_campus","frat","yes","21","yes"
