"resp","response_token","timestamp","p1q1","p1q2","p1q3","p1q4a","p1q4b","p1q5a","p1q5b","p1q6","p1q6a","p1q7","p1q7a","p1q7b","p1q8","p1q9","p1q10","p1q11","p1q12","p1q13","p1q14","p1q15","p1q16","p1q17a","p1q17b","p1q17c","p1q18a","p1q18b","p1q18c","p1q19","p1q20","p1q21","p1q22","p1q23","p1q24","p1q25","p1q26","p1q26a","p1q27","p1q27a","p1q27b","p1q28","p1q29","p1q30","p1q31","p1q32","p1q33","p1q34a","p1q34b","p1q34c","p1q35a","p1q35b","p1q35c","p1q36","p1q37","p1q37a","p1q38","p1q38a","p1q39","p1q40"
"162","a26c9e2a9d32d60ddff462a1e2875db2340fc8b94a6ea096ae2de8d03c3001a5","1431543482","0","unsure","no","very_neg","very_neg","very_neg","very_neg","no","NANS","no","NANS","NANS","yes_def","2","1","1_2","1_2","about_same","adequate","unsure","unsure","neg","neg","neutral","neutral","neg","neutral","no","no","unconf","unconf","once","6_8","6_8","no","NANS","yes","no","1_per_2_weeks","no","yes_def","think_so","neither","neither","no","neutral","sli_neg","neg","neutral","neutral","neutral","twice","no","NANS","no","NANS","no","no"
"163","7c05624d8feca9dc6f799167019fee78cd55d98f0239e03351d3dbaf66224cf0","1431543473","0","no","no","very_neg","neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","5_7","5_7","3_4","3_4","less","comprehensive","yes","unsure","pos","slightly_pos","ver_pos","sli_neg","sli_neg","pos","no","no","v_conf","conf","never","ge9","ge9","no","NANS","yes","yes","1_per_week","yes","yes_def","yes_def","neither","opp","no","neg","very_neg","very_neg","sli_neg","neg","neg","ge9","no","NANS","no","NANS","no","no"
"164","2a47b163e13e6b28f090787772eb3fe4bd45f3338d265b777efdc940f17b4eac","1431543512","1","think_so","no","very_neg","very_neg","very_neg","very_neg","yes","12_13","no","NANS","NANS","yes_def","2","2","5_7","5_7","about_same","comprehensive","yes","yes","neutral","very_neg","ver_pos","neutral","very_neg","ver_pos","no","no","v_conf","conf","once","ge9","ge9","yes","17_18","yes","yes","1_per_week","no","yes_def","yes_def","strong_sup","strong_sup","yes","ver_pos","ver_pos","neutral","ver_pos","ver_pos","sli_neg","3_5","yes","NANS","yes","1_5_total","no","no"
"165","6ea533b9044698021fed8a7183ee707c8e1ed8fe47f0cceaa747742360891ca6","1431543552","0","yes_def","yes","neg","very_neg","neg","neg","yes","14_15","yes","cigarette,ecig","1_5_total","yes_def","3_4","3_4","3_4","5_7","about_same","adequate","yes","yes","sli_neg","very_neg","pos","neg","very_neg","neutral","no","unsure","conf","neither","once","never","never","yes","13_14","yes","yes","1_per_week","no","yes_def","yes_def","sup","sup","unsure","neutral","neutral","sli_neg","sli_neg","neg","very_neg","once","no","NANS","yes","1_5_total","no","no"
"166","2e2542afd767a445b865b1d142ea56e34eca790c47ba7d608daf25eda4c504c6","1431543540","1","no","no","neg","neg","neg","neg","no","NANS","no","NANS","NANS","no","3_4","3_4","3_4","1_2","less","adequate","yes","no","neg","sli_neg","neutral","neg","neg","neutral","think_so","no","conf","conf","never","once","never","no","NANS","yes","no","1_5_total","no","no","no","sup","opp","NANS","sli_neg","neg","very_neg","very_neg","very_neg","very_neg","never","no","NANS","no","NANS","no","no"
"167","1e75528c22e17b23cbd462946e1217137e545fb28c7f88f86a3162a922d79271","1431543552","0","yes_def","no","neutral","slightly_pos","neg","neg","yes","16_17","no","NANS","NANS","yes_def","1","1","5_7","3_4","about_same","adequate","yes","yes","slightly_pos","very_neg","pos","slightly_pos","neg","neutral","no","yes","conf","neither","twice","3_5","3_5","yes","17_18","yes","yes","1_per_month","no","yes_def","yes_def","strong_sup","sup","yes","ver_pos","pos","slightly_pos","slightly_pos","pos","neg","never","yes","NANS","yes","1_per_week","no","no"
"168","916e0d995e47bc434c5012ce382a52d10f65c23dc33ea157590cb886b711c993","1431543568","0","yes_def","no","sli_neg","sli_neg","very_neg","neg","no","NANS","yes","cigarette,hookah,ecig,with_marijauna,cigar","5_10_total","yes_def","1","1","3_4","1_2","less","adequate","yes","yes","slightly_pos","sli_neg","slightly_pos","sli_neg","very_neg","neutral","no","no","v_conf","conf","never","ge9","ge9","yes","13_14","yes","yes","1_per_month","yes","yes_def","yes_def","strong_sup","strong_sup","no","ver_pos","ver_pos","pos","neg","very_neg","very_neg","ge9","no","NANS","yes","ge_1_per_day","y_mit_friends","no"
"169","ef92dc40542e00d2b0339a97e9736a26d3978d4f06dd3059d6fddf2b5c10eb1e","1431543617","0","unsure","no","neg","neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","3_4","1","3_4","1_2","about_same","adequate","yes","yes","neutral","neutral","neutral","neutral","neutral","neutral","no","no","conf","neither","once","3_5","3_5","yes","13_14","yes","yes","1_per_week","no","no","no","sup","opp","no","neutral","sli_neg","neg","sli_neg","sli_neg","sli_neg","never","no","NANS","no","NANS","no","no"
"170","43cab0b08cf7cd67bdad253afacfb6904ac02ac84ae22aae0bcf946cfec7bbbb","1431543654","0","think_so","no","very_neg","very_neg","very_neg","neg","no","NANS","no","NANS","NANS","yes_def","1","1","3_4","3_4","about_same","comprehensive","no","no","neutral","neg","ver_pos","neg","neg","pos","no","no","v_conf","conf","never","3_5","once","no","NANS","yes","yes","1_per_month","no","yes_def","unsure","sup","neither","no","slightly_pos","slightly_pos","very_neg","neutral","neutral","neg","3_5","no","NANS","no","NANS","no","no"
"171","6963a1df237ff65b443a92a65e0eeb2329f9bc7ab8ceeea30346dd4bf9c90b27","1431543706","0","think_so","yes","sli_neg","sli_neg","neg","neg","yes","ge18","yes","cigarette,hookah,ecig,with_marijauna,cigar","1_per_month","yes_def","2","2","3_4","5_7","more","adequate","yes","yes","pos","neg","neutral","neutral","neutral","neutral","no","no","unconf","unconf","never","twice","3_5","yes","17_18","yes","yes","2_5_per_week","no","yes_def","yes_def","strong_sup","strong_sup","yes","ver_pos","pos","pos","ver_pos","slightly_pos","slightly_pos","3_5","yes","NANS","yes","1_per_month","no","no"
"172","1f048f12d1a68e9bd8cb8c4eb9648b77fa530203c309f93acf4a1498ef85a967","1431543771","0","think_so","no","sli_neg","neg","sli_neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","3_4","3_4","5_7","3_4","more","comprehensive","yes","yes","sli_neg","sli_neg","neutral","neutral","sli_neg","slightly_pos","no","no","conf","conf","once","3_5","3_5","yes","17_18","yes","yes","1_per_2_weeks","no","yes_def","think_so","neither","neither","no","neutral","neutral","sli_neg","neutral","neutral","neutral","twice","no","NANS","no","NANS","no","no"
"173","3876f0c2120634cca4cc55866e07f83b63a546d2fe6e5eeb96b78849afafebc4","1431543808","0","no","no","very_neg","very_neg","neg","neg","yes","14_15","no","NANS","NANS","yes_def","2","2","3_4","5_7","much_less","adequate","yes","yes","neutral","sli_neg","slightly_pos","sli_neg","sli_neg","neutral","no","no","conf","neither","once","twice","twice","yes","13_14","yes","yes","1_per_2_weeks","no","yes_def","no","sup","sup","unsure","neutral","neutral","sli_neg","sli_neg","sli_neg","sli_neg","once","yes","NANS","no","NANS","no","no"
"174","6637539d7050430b632ec03fc40dcfba90ece13988b2ba809465a81a0e269e29","1431543819","0","yes_def","yes","neg","neutral","neg","sli_neg","yes","16_17","yes","cigarette,hookah,ecig,with_marijauna,cigar,pipe,chewing","1_5_total","yes_def","3_4","3_4","3_4","3_4","less","comprehensive","yes","yes","neutral","neg","pos","neutral","sli_neg","slightly_pos","yes_def","no","v_conf","v_conf","once","6_8","6_8","yes","15_16","yes","yes","1_per_2_weeks","no","yes_def","yes_def","sup","neither","unsure","slightly_pos","neutral","neg","neutral","sli_neg","neg","ge9","no","NANS","yes","1_5_total","no","no"
"175","ad82d155085a12a8f98615fd9e6e6d4f7cb133120aab728c6d45ea3170ad607a","1431543842","0","yes_def","no","very_neg","very_neg","sli_neg","sli_neg","yes","10_11","yes","cigarette,hookah,with_marijauna,cigar,chewing","1_per_2_weeks","yes_def","ge14","ge14","1_2","ge14","much_less","adequate","yes","yes","ver_pos","ver_pos","ver_pos","sli_neg","sli_neg","neutral","no","no","v_conf","v_conf","ge9","ge9","ge9","yes","15_16","yes","yes","ge_1_per_day","no","yes_def","yes_def","strong_sup","strong_sup","yes","sli_neg","neutral","ver_pos","sli_neg","neg","very_neg","ge9","yes","NANS","yes","1_per_2_weeks","no","no"
"176","21520ea7fcfc62c73e200eb7349b0c749ae1b4c9ef667a90d749b4c91e8dcb38","1431543876","0","yes_def","yes","slightly_pos","slightly_pos","very_neg","sli_neg","yes","14_15","no","NANS","NANS","yes_def","2","2","3_4","3_4","more","adequate","yes","yes","neutral","sli_neg","pos","sli_neg","sli_neg","neutral","no","no","conf","neither","once","ge9","ge9","yes","15_16","yes","yes","1_per_2_weeks","no","yes_def","no","strong_sup","strong_sup","yes","ver_pos","ver_pos","slightly_pos","slightly_pos","sli_neg","neg","once","yes","NANS","yes","5_10_total","no","no"
"177","acfbdbb42d0e941fac12cafd22657ec39460fc93f5b30b00fdda0f845decdf6b","1431543887","0","think_so","no","very_neg","very_neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","0","0","5_7","5_7","about_same","comprehensive","yes","yes","neutral","neg","neutral","neutral","neutral","neutral","no","no","neither","neither","once","once","once","yes","17_18","yes","yes","1_5_total","no","yes_def","unsure","neither","neither","no","sli_neg","neg","very_neg","neutral","neutral","neutral","never","no","NANS","no","NANS","no","no"
"178","de6e0ead4de0b627950c9e2ce6585e8d835790229e69e248a80d66b11166c8fa","1431543903","1","yes_def","no","neg","sli_neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","ge14","ge14","11_13","ge14","more","comprehensive","yes","yes","slightly_pos","sli_neg","neutral","slightly_pos","neutral","neutral","no","no","conf","conf","never","ge9","ge9","yes","17_18","yes","yes","2_5_per_week","no","yes_def","yes_def","sup","sup","no","slightly_pos","slightly_pos","neutral","neutral","neutral","neutral","ge9","no","NANS","no","NANS","no","no"
"179","0d5bd21e06ae5333cab32490c8b6cc5501e1412cda71ea2ef279b3cb17a9292f","1431543911","2+","yes_def","yes","slightly_pos","slightly_pos","very_neg","sli_neg","yes","14_15","yes","cigarette,hookah,with_marijauna","ge_1_per_day","yes_def","3_4","3_4","1_2","3_4","less","adequate","yes","yes","slightly_pos","very_neg","pos","sli_neg","very_neg","pos","no","no","v_conf","conf","never","3_5","never","yes","17_18","yes","yes","1_per_week","no","yes_def","yes_def","strong_sup","strong_sup","yes","ver_pos","ver_pos","sli_neg","pos","slightly_pos","neg","ge9","yes","NANS","yes","1_5_total","no","no"
"180","864d572db03f084226194e6fec28718ab4c698a167d46a36ca4ad0b0aafcd4c0","1431543912","0","yes_def","no","sli_neg","sli_neg","very_neg","very_neg","no","NANS","yes","cigarette,hookah,ecig,with_marijauna,chewing","1_5_total","yes_def","2","2","3_4","1_2","much_less","comprehensive","yes","yes","neutral","neg","neutral","neg","neg","neutral","no","yes","conf","conf","never","ge9","ge9","yes","17_18","yes","yes","1_per_month","no","yes_def","yes_def","neither","neither","no","neutral","neutral","neutral","neutral","sli_neg","neg","ge9","no","NANS","yes","1_5_total","no","no"
"181","5f5fc7eb94cb0dbcdca030cac9153282780fd9f08081e1f9d52401c2d1a4cb71","1431543961","0","no","no","very_neg","neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","0","0","3_4","0","about_same","adequate","yes","yes","neutral","neg","neutral","neutral","neg","neutral","no","no","neither","conf","never","never","never","no","NANS","yes","yes","1_per_2_weeks","no","yes_def","yes_def","strong_sup","sup","unsure","neutral","neutral","neg","slightly_pos","neutral","sli_neg","never","no","NANS","yes","not_past_12","no","no"
"182","83fe65570d955683823f8a5b40ebae4fe7ae4acffc7b36873d2a0a74f76328f0","1431543985","0","yes_def","unsure","very_neg","very_neg","very_neg","very_neg","no","NANS","yes","cigarette,with_marijauna","5_10_total","yes_def","0","0","3_4","3_4","about_same","unsure","yes","yes","sli_neg","very_neg","ver_pos","sli_neg","very_neg","ver_pos","no","no","conf","conf","never","never","never","yes","15_16","yes","yes","1_per_week","no","yes_def","yes_def","strong_sup","strong_sup","yes","ver_pos","ver_pos","very_neg","ver_pos","ver_pos","very_neg","never","no","NANS","yes","1_5_total","no","no"
"183","f42ae7b97eb91c2d54f5e2d9a594c4414bbe40f3ce461ca338649576b64c8aff","1431544024","0","yes_def","no","neg","neutral","neg","neutral","no","NANS","no","NANS","NANS","yes_def","2","2","5_7","8_10","less","comprehensive","no","no","pos","pos","slightly_pos","sli_neg","sli_neg","NANS","no","no","v_conf","v_conf","NANS","ge9","ge9","no","NANS","yes","yes","1_per_2_weeks","no","yes_def","yes_def","strong_sup","strong_sup","no","ver_pos","pos","neutral","pos","pos","pos","ge9","no","NANS","no","NANS","no","no"
"184","c3e428cf3a8229387f091d5ceccb2ef8d827a8f5ccff2e351a1d52bb4c9552b9","1431544058","0","yes_def","no","very_neg","very_neg","sli_neg","neutral","no","NANS","yes","cigarette","not_past_12","yes_def","3_4","3_4","3_4","3_4","much_less","adequate","unsure","unsure","very_neg","very_neg","neutral","neutral","neutral","slightly_pos","no","yes","v_conf","v_conf","3_5","ge9","ge9","no","NANS","yes","NANS","1_per_week","no","yes_def","yes_def","neither","strong_sup","no","neutral","neutral","neutral","neutral","neutral","neutral","ge9","no","NANS","yes","1_5_total","no","no"
"185","8d237e942f5aa8f3712cb8e650295e690bae153e19e9ce4277437e08ee90d104","1431544067","0","no","no","very_neg","neg","very_neg","very_neg","yes","ge18","yes","cigarette","1_5_total","think_so","2","2","1_2","3_4","much_less","adequate","yes","yes","neutral","neutral","neutral","neg","neg","pos","no","no","conf","conf","never","never","never","yes","17_18","yes","yes","1_per_2_weeks","no","yes_def","yes_def","strong_sup","strong_sup","yes","ver_pos","ver_pos","ver_pos","neutral","neutral","sli_neg","never","yes","NANS","yes","ge_1_per_day","no","no"
"186","9ab5d8bc8acb7dad7beefa0d3846b6e69563a702f6b5999b257d5b89e5ebad05","1431544094","0","yes_def","unsure","very_neg","sli_neg","neg","neg","no","NANS","yes","cigarette,hookah,with_marijauna","1_5_total","yes_def","5_7","5_7","5_7","11_13","less","comprehensive","yes","yes","neutral","neutral","pos","slightly_pos","sli_neg","pos","no","unsure","v_conf","conf","never","3_5","3_5","yes","17_18","yes","yes","2_5_per_week","no","yes_def","yes_def","strong_sup","sup","yes","pos","slightly_pos","sli_neg","pos","neutral","neg","ge9","yes","NANS","yes","1_5_total","no","no"
"187","fb377890ee76e4973eef37834d30ed0e7b7da4ceee9d8f07967fa8cf3a6a5189","1431544121","0","unsure","no","very_neg","very_neg","sli_neg","sli_neg","no","NANS","no","NANS","NANS","think_so","1","0","3_4","0","less","adequate","unsure","unsure","very_neg","very_neg","neutral","sli_neg","neg","pos","no","no","unconf","neither","never","never","never","no","NANS","no","NANS","NANS","no","unsure","unsure","opp","strong_opp","unsure","sli_neg","very_neg","very_neg","neutral","neutral","sli_neg","never","no","NANS","no","NANS","no","no"
"188","ef07689d4563f4ea742867ee07b4dbb5affe19b3a0d984d0ef9fe2a9797f542a","1431544126","0","think_so","no","very_neg","very_neg","very_neg","very_neg","no","NANS","no","NANS","NANS","yes_def","1","1","1_2","1_2","much_less","comprehensive","yes","yes","neg","very_neg","slightly_pos","very_neg","NANS","slightly_pos","no","no","conf","unconf","never","3_5","3_5","no","NANS","yes","yes","1_5_total","no","yes_def","think_so","strong_sup","strong_sup","unsure","neutral","neutral","neg","slightly_pos","neutral","neg","3_5","no","NANS","no","NANS","no","no"
"189","d1040f42762ebed8d1a5691d21b1e5478211561aa07c15f9be31c8cd6b178ee6","1431544209","0","no","no","neg","neg","neg","neg","no","NANS","no","NANS","NANS","no","2","0","1_2","0","less","inadequate","no","no","very_neg","very_neg","neutral","sli_neg","neg","neutral","no","no","unconf","unconf","never","once","never","no","17_18","yes","yes","1_5_total","no","no","no","neither","neither","no","neg","very_neg","very_neg","neutral","sli_neg","very_neg","never","no","NANS","no","NANS","no","no"
"190","c22d54b7d7408e330d1e02ef2d821089610165cb90caa4a8411a31a129f54627","1431544202","0","yes_def","no","very_neg","neutral","sli_neg","neutral","no","NANS","no","NANS","NANS","yes_def","1","1","3_4","0","about_same","inadequate","unsure","no","neg","very_neg","neutral","neutral","neutral","pos","no","no","unconf","unconf","twice","3_5","twice","no","NANS","no","NANS","NANS","no","yes_def","yes_def","neither","opp","no","sli_neg","neg","very_neg","neutral","neutral","neg","once","no","NANS","no","NANS","no","no"
"191","11bc82257dd4adb10627e981e960556f5a5cf64b512f3175521981b1fae83a49","1431544206","0","no","no","very_neg","very_neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","1","1","3_4","0","about_same","adequate","yes","yes","neg","sli_neg","neutral","sli_neg","neutral","neutral","no","no","unconf","unconf","never","ge9","ge9","no","NANS","no","NANS","NANS","no","yes_def","yes_def","strong_sup","strong_sup","no","sli_neg","neg","neg","sli_neg","sli_neg","neg","never","no","NANS","no","NANS","no","no"
"192","92aa1a623c0b04355f82f437e72907babc8eadf049c210c5b99db9e64e901339","1431544268","0","no","no","neg","neg","sli_neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","3_4","2","5_7","0","about_same","adequate","no","no","neutral","neutral","neutral","neutral","neutral","neutral","unsure","no","unconf","unconf","never","3_5","3_5","no","NANS","yes","yes","1_5_total","no","yes_def","unsure","sup","neither","no","sli_neg","neg","neg","neutral","neutral","neutral","once","no","NANS","no","NANS","no","no"
"193","bd35a14f15b6b0cc427cadaa18daef346b145d7f4e95bc6b927c6168216baab4","1431544262","0","yes_def","no","very_neg","neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","ge14","ge14","1_2","0","less","adequate","unsure","unsure","neg","neg","sli_neg","sli_neg","sli_neg","pos","no","no","neither","neither","once","ge9","ge9","no","NANS","no","NANS","NANS","no","yes_def","yes_def","strong_sup","sup","no","sli_neg","sli_neg","sli_neg","slightly_pos","sli_neg","sli_neg","3_5","no","NANS","no","NANS","no","no"
